"","ano","limite.inferior","limite.superior","genero"
"502",1940,3.35195530726257,3.4375,"Fantasy"
"503",1941,3.3574834244709,3.4346977285553,"Fantasy"
"504",1942,3.32931749009399,3.45240263460072,"Fantasy"
"505",1943,3.35237893670845,3.43075290914914,"Fantasy"
"506",1945,3.36930639761677,3.40667161777448,"Fantasy"
"507",1946,3.33486519031882,3.43789177252878,"Fantasy"
"508",1947,3.34185606060606,3.43267917404646,"Fantasy"
"509",1948,3.29230769230769,3.40334815142615,"Fantasy"
"510",1950,3.34008840781202,3.39382716049383,"Fantasy"
"511",1951,3.37629386637785,3.38328355463808,"Fantasy"
"512",1953,3.34042408326038,3.44270636810212,"Fantasy"
"513",1954,3.31743388488191,3.40193365877747,"Fantasy"
"514",1956,3.33899895269681,3.42463968760376,"Fantasy"
"515",1958,3.29893758300133,3.39456233421751,"Fantasy"
"516",1959,3.34724975222993,3.41617455041843,"Fantasy"
"517",1960,3.34980744544288,3.43021778584392,"Fantasy"
"518",1961,3.37519381806139,3.39570310159574,"Fantasy"
"519",1962,3.35602811974428,3.42994095443507,"Fantasy"
"520",1963,3.34818215994032,3.43720836685439,"Fantasy"
"521",1964,3.36776601668539,3.41737891737892,"Fantasy"
"522",1965,3.3452380952381,3.40489340432446,"Fantasy"
"523",1966,3.36217948717949,3.42196741699449,"Fantasy"
"524",1967,3.3393644379133,3.42647058823529,"Fantasy"
"525",1968,3.31367902372497,3.40433486264276,"Fantasy"
"526",1969,3.31069235421567,3.4246732697031,"Fantasy"
"527",1970,3.36307135961558,3.40565277587522,"Fantasy"
"528",1971,3.33674092881763,3.42258901037287,"Fantasy"
"529",1972,3.2888795318464,3.43889560661024,"Fantasy"
"530",1973,3.3244140383426,3.40484574111334,"Fantasy"
"531",1974,3.35069137311361,3.44004524886878,"Fantasy"
"532",1975,3.31082819075125,3.39619365124805,"Fantasy"
"533",1976,3.37290260878806,3.41609294320138,"Fantasy"
"534",1977,3.3740430288828,3.44227683984703,"Fantasy"
"535",1978,3.34185606060606,3.40369839098865,"Fantasy"
"536",1979,3.34002684385808,3.41466283788716,"Fantasy"
"537",1980,3.31088100126996,3.43860845839018,"Fantasy"
"538",1981,3.33333333333333,3.41816671447696,"Fantasy"
"539",1982,3.34820880567078,3.46745562130178,"Fantasy"
"540",1983,3.34750022240014,3.42792265515791,"Fantasy"
"541",1984,3.31644843428906,3.42868719611021,"Fantasy"
"542",1985,3.35279187817259,3.43245624330141,"Fantasy"
"543",1986,3.33700367949915,3.45661874070402,"Fantasy"
"544",1987,3.32088195901105,3.41643246465679,"Fantasy"
"545",1988,3.32867412140575,3.45271960230811,"Fantasy"
"546",1989,3.35123960058404,3.40779818252713,"Fantasy"
"547",1990,3.30711213645949,3.39579793550744,"Fantasy"
"548",1991,3.32215036378335,3.42196741699449,"Fantasy"
"549",1992,3.32575757575758,3.382541480507,"Fantasy"
"550",1993,3.34851485148515,3.41748936562165,"Fantasy"
"551",1994,3.3344983995936,3.41409484380881,"Fantasy"
"552",1995,3.35539633523887,3.43161143080123,"Fantasy"
"553",1996,3.36715780302876,3.39017341040462,"Fantasy"
"554",1997,3.34824902723735,3.39631988676575,"Fantasy"
"555",1998,3.37335834354552,3.42047244094488,"Fantasy"
"556",1999,3.37332419396775,3.40677966101695,"Fantasy"
"557",2000,3.37306709173187,3.3811611365606,"Fantasy"
"558",2001,3.33365048381138,3.42908309455587,"Fantasy"
"559",2002,3.37284894837476,3.42238331383759,"Fantasy"
"560",2003,3.36187062185469,3.40265480253534,"Fantasy"
"561",2004,3.32686084142395,3.43973628082205,"Fantasy"
"562",2005,3.33561428821888,3.37195390107616,"Fantasy"
"563",2006,3.33954154727794,3.4119170984456,"Fantasy"
"564",2007,3.34640371229698,3.40865384615385,"Fantasy"
"565",2008,3.33811176018243,3.42206081081081,"Fantasy"
"566",2009,3.34305442332024,3.4227957977113,"Fantasy"
"567",2010,3.32065058479532,3.42873235737691,"Fantasy"
"568",2011,3.32547117223791,3.40583109919571,"Fantasy"
"569",2012,3.33828382838284,3.41220689946018,"Fantasy"
"570",2013,3.33035714285714,3.46928184108279,"Fantasy"
"571",2014,3.34434073260648,3.3982864891196,"Fantasy"
"572",2015,3.34529147982063,3.39822903331074,"Fantasy"
"573",1920,3.33096085409253,3.45327709279689,"Horror"
"574",1922,3.35527521196251,3.41646141215107,"Horror"
"575",1925,3.34104934149013,3.40742624618515,"Horror"
"576",1926,3.3311259095848,3.43407285776859,"Horror"
"577",1931,3.33552631578947,3.42152466367713,"Horror"
"578",1932,3.32173309646763,3.43651941693557,"Horror"
"579",1933,3.34357819504356,3.417502456761,"Horror"
"580",1935,3.34364527122976,3.41073607178877,"Horror"
"581",1939,3.36527886881383,3.42426901329589,"Horror"
"582",1940,3.30998930773625,3.41809207940252,"Horror"
"583",1941,3.32495523474528,3.42006172839506,"Horror"
"584",1942,3.34628551865799,3.40406593406593,"Horror"
"585",1943,3.31196581196581,3.38010096746707,"Horror"
"586",1944,3.31322081836996,3.40933156849768,"Horror"
"587",1945,3.32070055639858,3.43103429605045,"Horror"
"588",1948,3.34848484848485,3.46376182790944,"Horror"
"589",1951,3.34026845637584,3.45754831765642,"Horror"
"590",1953,3.36415830812821,3.42058913620584,"Horror"
"591",1954,3.34009355416119,3.38708575725706,"Horror"
"592",1955,3.34103729238483,3.4466011042098,"Horror"
"593",1956,3.37081339712919,3.40496625873749,"Horror"
"594",1957,3.40539874077489,3.40827712664013,"Horror"
"595",1958,3.37313569550412,3.41666666666667,"Horror"
"596",1959,3.32155790036658,3.4408315565032,"Horror"
"597",1960,3.34535945913019,3.44230769230769,"Horror"
"598",1961,3.3459208823868,3.41666666666667,"Horror"
"599",1962,3.31022500060225,3.42328811369509,"Horror"
"600",1963,3.30651719210052,3.4389251564704,"Horror"
"601",1964,3.33686116551411,3.42043074496812,"Horror"
"602",1965,3.32657518582046,3.42983963809583,"Horror"
"603",1967,3.33019991015274,3.45993098159509,"Horror"
"604",1968,3.34388152077807,3.43942731277533,"Horror"
"605",1971,3.35819846624446,3.41759002770083,"Horror"
"606",1972,3.36258033359337,3.44573393280072,"Horror"
"607",1973,3.35807976701575,3.41396981338479,"Horror"
"608",1974,3.37402653241505,3.40132934633458,"Horror"
"609",1975,3.36219770422378,3.43529411764706,"Horror"
"610",1976,3.32076931480804,3.4131256442561,"Horror"
"611",1977,3.32332155477032,3.43370969219495,"Horror"
"612",1978,3.3573793755913,3.42336620865856,"Horror"
"613",1979,3.32135032342508,3.44314381270903,"Horror"
"614",1980,3.33580728812484,3.45702804746494,"Horror"
"615",1981,3.30191131011905,3.40801886792453,"Horror"
"616",1982,3.31385281385281,3.42888342176166,"Horror"
"617",1983,3.36018412483831,3.46812504127236,"Horror"
"618",1984,3.33979080790043,3.4054561101549,"Horror"
"619",1985,3.3640727124183,3.38942307692308,"Horror"
"620",1986,3.38920428880094,3.40428571428571,"Horror"
"621",1987,3.31666666666667,3.43662842012357,"Horror"
"622",1988,3.32937594350484,3.44269102990033,"Horror"
"623",1989,3.33122126877107,3.41285719245106,"Horror"
"624",1990,3.3431982038195,3.41407371948301,"Horror"
"625",1991,3.3459208823868,3.42430288364613,"Horror"
"626",1992,3.34761904761905,3.41040843214756,"Horror"
"627",1993,3.33553210202287,3.40826771653543,"Horror"
"628",1994,3.35414197672423,3.44482474779137,"Horror"
"629",1995,3.34635926407334,3.43562973484848,"Horror"
"630",1996,3.33535071384233,3.43882978723404,"Horror"
"631",1997,3.34777822257806,3.40913213701828,"Horror"
"632",1998,3.38267284544463,3.41385014299284,"Horror"
"633",1999,3.37373737373737,3.46545877615844,"Horror"
"634",2000,3.32800233123617,3.39089269612263,"Horror"
"635",2001,3.34848484848485,3.410420683645,"Horror"
"636",2002,3.32484848484848,3.42162162162162,"Horror"
"637",2003,3.33174060382825,3.43180935147976,"Horror"
"638",2004,3.33250511546331,3.41923138721316,"Horror"
"639",2005,3.30974310974075,3.42736464825216,"Horror"
"640",2006,3.31184553331192,3.43830433581883,"Horror"
"641",2007,3.34297520661157,3.43834181252171,"Horror"
"642",2008,3.28270724486242,3.50264757767253,"Horror"
"643",2009,3.33611111111111,3.42908309455587,"Horror"
"644",2010,3.33773631840796,3.41693811074919,"Horror"
"645",2011,3.31651376146789,3.38367389418907,"Horror"
"646",2012,3.32557815990402,3.44767441860465,"Horror"
"647",2013,3.31629938044412,3.45151953690304,"Horror"
"648",2014,3.33986882823571,3.41666666666667,"Horror"
"649",2015,3.32509441596979,3.45114480695537,"Horror"
"650",1991,3.38821138211382,3.45738942826321,"IMAX"
"651",1994,3.34108020135147,3.41822170123586,"IMAX"
"652",1995,3.36971830985915,3.4140625,"IMAX"
"653",1998,3.34434073260648,3.40002269146459,"IMAX"
"654",1999,3.31847713635423,3.40199436705488,"IMAX"
"655",2001,3.35383064516129,3.41493432266436,"IMAX"
"656",2002,3.34824902723735,3.40376884836054,"IMAX"
"657",2003,3.35280692192397,3.3954388549475,"IMAX"
"658",2004,3.32318074543761,3.42007777623793,"IMAX"
"659",2005,3.34063526834611,3.40147081136131,"IMAX"
"660",2006,3.35088137635273,3.46003042931234,"IMAX"
"661",2007,3.38304540853883,3.40073982737361,"IMAX"
"662",2008,3.32127207542159,3.39631988676575,"IMAX"
"663",2009,3.32142857142857,3.4168175375072,"IMAX"
"664",2010,3.34354707792208,3.4202284707275,"IMAX"
"665",2011,3.34633146533831,3.44359876371813,"IMAX"
"666",2012,3.33599218860433,3.45908304043836,"IMAX"
"667",2013,3.28609147839394,3.41553548622514,"IMAX"
"668",2014,3.34755217609623,3.44117647058823,"IMAX"
"669",1928,3.33880977174828,3.45133027002496,"Musical"
"670",1929,3.32906231799651,3.42467440233568,"Musical"
"671",1930,3.3600175120229,3.41575091575092,"Musical"
"672",1931,3.31027842852955,3.40645842256624,"Musical"
"673",1933,3.33991865194654,3.41755208333333,"Musical"
"674",1934,3.32387640547616,3.44951636919436,"Musical"
"675",1935,3.34285251065407,3.45327709279689,"Musical"
"676",1936,3.36280124836301,3.43170219063064,"Musical"
"677",1937,3.29095798319327,3.42473958333333,"Musical"
"678",1939,3.32619047619048,3.45426356589147,"Musical"
"679",1940,3.32096267147987,3.4375,"Musical"
"680",1941,3.34139767478077,3.44818652849741,"Musical"
"681",1942,3.31146092638692,3.40938510403157,"Musical"
"682",1943,3.32738469075732,3.41080420265869,"Musical"
"683",1944,3.34916114846401,3.43886076465356,"Musical"
"684",1945,3.38318452380952,3.42839275175707,"Musical"
"685",1946,3.34935085271383,3.403314299288,"Musical"
"686",1947,3.32033185520129,3.43834171530437,"Musical"
"687",1948,3.36651383118857,3.40451083228038,"Musical"
"688",1949,3.37604070305273,3.42162162162162,"Musical"
"689",1950,3.33903024180819,3.37651695428623,"Musical"
"690",1951,3.36885245901639,3.43908891469867,"Musical"
"691",1952,3.30806159165412,3.42410050166679,"Musical"
"692",1953,3.30178883688961,3.41883531983338,"Musical"
"693",1954,3.3749911782729,3.39362807865654,"Musical"
"694",1955,3.29973624414879,3.412109375,"Musical"
"695",1956,3.35372497928328,3.42458390714145,"Musical"
"696",1957,3.32872939302246,3.3959018372996,"Musical"
"697",1958,3.34166666666667,3.38811824131624,"Musical"
"698",1959,3.38519924098672,3.41263310966798,"Musical"
"699",1960,3.3382099827883,3.40677966101695,"Musical"
"700",1961,3.32274159663866,3.47294715447155,"Musical"
"701",1962,3.34956106249096,3.42948717948718,"Musical"
"702",1963,3.33057851239669,3.42736070512282,"Musical"
"703",1964,3.30727440412716,3.38929230363732,"Musical"
"704",1965,3.34249067039806,3.42375694145262,"Musical"
"705",1966,3.36741214057508,3.40101192138983,"Musical"
"706",1967,3.35307591623037,3.42213341727602,"Musical"
"707",1968,3.3298204151966,3.43882592269689,"Musical"
"708",1969,3.35099365631842,3.4390931114388,"Musical"
"709",1970,3.35491071428571,3.44752141982864,"Musical"
"710",1971,3.33951917547839,3.41807124628079,"Musical"
"711",1972,3.32698260768063,3.43667940853065,"Musical"
"712",1973,3.32634032634033,3.41887799788503,"Musical"
"713",1974,3.3591896956411,3.3923003274836,"Musical"
"714",1975,3.32521087160262,3.43795620437956,"Musical"
"715",1976,3.36046740700389,3.42860938883968,"Musical"
"716",1977,3.35684680433222,3.47262319561971,"Musical"
"717",1978,3.31126644736842,3.43175016268902,"Musical"
"718",1979,3.3148560679039,3.42873558872878,"Musical"
"719",1980,3.30737299861633,3.42739062592004,"Musical"
"720",1981,3.32111609440482,3.43130817339817,"Musical"
"721",1982,3.31893064193221,3.41745283018868,"Musical"
"722",1983,3.37455651556891,3.42885532591415,"Musical"
"723",1984,3.31403118040089,3.40899296463865,"Musical"
"724",1985,3.3469387755102,3.39394644935972,"Musical"
"725",1986,3.33876158096309,3.40186074429772,"Musical"
"726",1987,3.30841121495327,3.38334778837814,"Musical"
"727",1988,3.35997937080969,3.42197802197802,"Musical"
"728",1989,3.33535071384233,3.41039008627869,"Musical"
"729",1990,3.33805071138993,3.43707582739841,"Musical"
"730",1991,3.33359981128119,3.43639734109151,"Musical"
"731",1992,3.33096085409253,3.46428571428571,"Musical"
"732",1993,3.33535071384233,3.45512425671034,"Musical"
"733",1994,3.33509950779009,3.45071109238404,"Musical"
"734",1995,3.36378664345918,3.42038904899135,"Musical"
"735",1996,3.32249692927087,3.39572601555748,"Musical"
"736",1997,3.33019491976723,3.43428325626412,"Musical"
"737",1998,3.33954689304195,3.41666666666667,"Musical"
"738",1999,3.3353635971852,3.46428571428571,"Musical"
"739",2000,3.32607660803922,3.4171612194868,"Musical"
"740",2001,3.34819110961536,3.4608973580717,"Musical"
"741",2002,3.32349942431591,3.40488237221551,"Musical"
"742",2003,3.34443339960239,3.41704918699229,"Musical"
"743",2004,3.31294423753562,3.41503879218906,"Musical"
"744",2005,3.3452606796779,3.42723371749849,"Musical"
"745",2006,3.34270016762774,3.45270440881764,"Musical"
"746",2007,3.33829787234043,3.41079459260522,"Musical"
"747",2008,3.36229314420804,3.42612348178138,"Musical"
"748",2009,3.34785459996253,3.42626262626263,"Musical"
"749",2010,3.33825956125025,3.4465289209533,"Musical"
"750",2011,3.33963479271865,3.40097159499111,"Musical"
"751",2012,3.34692711814353,3.4188679245283,"Musical"
"752",2013,3.30949985685201,3.38984872185678,"Musical"
"753",2014,3.34179248075784,3.43762263170857,"Musical"
"754",1931,3.33008680923142,3.44041270107389,"Mystery"
"755",1932,3.36280124836301,3.44292367501,"Mystery"
"756",1933,3.34395424836601,3.46832586206073,"Mystery"
"757",1935,3.38446081714668,3.44823416094817,"Mystery"
"758",1936,3.33991865194654,3.42860938883968,"Mystery"
"759",1938,3.328173374613,3.41944852411422,"Mystery"
"760",1939,3.33815192876748,3.42520996877698,"Mystery"
"761",1940,3.33881968302436,3.39531135531136,"Mystery"
"762",1941,3.33997077448402,3.41192327734798,"Mystery"
"763",1942,3.3207959899073,3.45818181818182,"Mystery"
"764",1943,3.31165540540541,3.41034587095085,"Mystery"
"765",1944,3.34529147982063,3.40583109919571,"Mystery"
"766",1945,3.33559322033898,3.42671394799054,"Mystery"
"767",1946,3.3628399508572,3.43688809516216,"Mystery"
"768",1947,3.33852063213345,3.41737891737892,"Mystery"
"769",1948,3.36038961038961,3.4207194948018,"Mystery"
"770",1949,3.34797936063618,3.40893665158371,"Mystery"
"771",1950,3.34702960908422,3.45327709279689,"Mystery"
"772",1953,3.33680073971336,3.43093991809384,"Mystery"
"773",1954,3.31067961165049,3.41666666666667,"Mystery"
"774",1955,3.32404663746457,3.42587748811654,"Mystery"
"775",1956,3.29847908745247,3.42925587875686,"Mystery"
"776",1957,3.3138043833039,3.43877785435332,"Mystery"
"777",1958,3.32951563213144,3.41391708967851,"Mystery"
"778",1959,3.30737299861633,3.42885532591415,"Mystery"
"779",1960,3.34194721762099,3.43117093262725,"Mystery"
"780",1961,3.34411764705882,3.44370860927152,"Mystery"
"781",1962,3.3625619519634,3.41477377876852,"Mystery"
"782",1963,3.3406862745098,3.4383929958068,"Mystery"
"783",1964,3.33444147261018,3.42969497424311,"Mystery"
"784",1965,3.33553210202287,3.4012332282977,"Mystery"
"785",1966,3.35139310413454,3.4435851218936,"Mystery"
"786",1967,3.37271389106819,3.44831460674157,"Mystery"
"787",1968,3.38197724654378,3.42127372318212,"Mystery"
"788",1969,3.3177084431327,3.42022538869321,"Mystery"
"789",1970,3.35626066805747,3.44554492118051,"Mystery"
"790",1971,3.37203911626222,3.40933156849768,"Mystery"
"791",1972,3.32686084142395,3.4072014951856,"Mystery"
"792",1973,3.34364527122976,3.41382834589844,"Mystery"
"793",1974,3.35458301680983,3.41694081617193,"Mystery"
"794",1975,3.31742424242425,3.42475557006799,"Mystery"
"795",1976,3.35322224944866,3.42448615995311,"Mystery"
"796",1977,3.30973247232472,3.44130822554559,"Mystery"
"797",1978,3.31466500808427,3.41203478795954,"Mystery"
"798",1979,3.30221956161356,3.43774827677617,"Mystery"
"799",1980,3.41105302118997,3.39298717856323,"Mystery"
"800",1981,3.32397959183673,3.43764400921659,"Mystery"
"801",1982,3.33673286221752,3.43418296089385,"Mystery"
"802",1983,3.31904761904762,3.40927168970446,"Mystery"
"803",1984,3.3535660091047,3.4188679245283,"Mystery"
"804",1985,3.34761904761905,3.42022039457605,"Mystery"
"805",1986,3.35655737704918,3.41060747663551,"Mystery"
"806",1987,3.36527416494584,3.40097402597403,"Mystery"
"807",1988,3.28993055555556,3.42118644067797,"Mystery"
"808",1989,3.32738095238095,3.41717791411043,"Mystery"
"809",1990,3.33967391304348,3.4507700770077,"Mystery"
"810",1991,3.37343532684284,3.409867563302,"Mystery"
"811",1992,3.32339235787512,3.38979350567466,"Mystery"
"812",1993,3.34824902723735,3.43571638420683,"Mystery"
"813",1994,3.35770905383905,3.44239631336406,"Mystery"
"814",1995,3.27692788898999,3.38799414348463,"Mystery"
"815",1996,3.33071660837001,3.47119916215745,"Mystery"
"816",1997,3.33057851239669,3.37245101959217,"Mystery"
"817",1998,3.30400372439479,3.38282218337836,"Mystery"
"818",1999,3.36164927867832,3.42018931669899,"Mystery"
"819",2000,3.3452380952381,3.432,"Mystery"
"820",2001,3.30751730537361,3.43489583333333,"Mystery"
"821",2002,3.3416091954023,3.41741832213458,"Mystery"
"822",2003,3.35854364646623,3.42755832011631,"Mystery"
"823",2004,3.30841121495327,3.3980219617716,"Mystery"
"824",2005,3.33476658476658,3.43352465856587,"Mystery"
"825",2006,3.33535071384233,3.42074169966236,"Mystery"
"826",2007,3.33685785021663,3.40654205607477,"Mystery"
"827",2008,3.35164987062713,3.44272784019975,"Mystery"
"828",2009,3.38085539714868,3.42715529714197,"Mystery"
"829",2010,3.364573409548,3.47643363594857,"Mystery"
"830",2011,3.33785499139415,3.41168926346647,"Mystery"
"831",2012,3.35761589403974,3.43056113566359,"Mystery"
"832",2013,3.35064500347607,3.41315789473684,"Mystery"
"833",2014,3.34346039350205,3.39224137931034,"Mystery"
"834",2015,3.31754267336953,3.43021778584392,"Mystery"
"835",1919,3.37346437346437,3.41481481481481,"Romance"
"836",1923,3.33484933177499,3.4193610077382,"Romance"
"837",1924,3.36397787664408,3.42616904806086,"Romance"
"838",1925,3.31843575418994,3.41157024620745,"Romance"
"839",1927,3.33552631578947,3.43895999842707,"Romance"
"840",1928,3.38390430276241,3.42971887550201,"Romance"
"841",1931,3.33265704465988,3.38868316966721,"Romance"
"842",1932,3.28984487238947,3.39931072016401,"Romance"
"843",1933,3.31074873523537,3.41755208333333,"Romance"
"844",1934,3.36318292831317,3.47817744443769,"Romance"
"845",1935,3.35748407643312,3.43459672153707,"Romance"
"846",1936,3.38431329390164,3.43847072879331,"Romance"
"847",1937,3.31284916201117,3.41904812115047,"Romance"
"848",1938,3.35789791603745,3.46063449539421,"Romance"
"849",1939,3.31105840952956,3.42411324786324,"Romance"
"850",1940,3.34063722017554,3.44333333333333,"Romance"
"851",1941,3.3246013667426,3.41036850854998,"Romance"
"852",1942,3.30424028268551,3.4497200868984,"Romance"
"853",1943,3.32923820245801,3.42101907042022,"Romance"
"854",1944,3.36038961038961,3.44337348697814,"Romance"
"855",1945,3.35526868086309,3.41200925111816,"Romance"
"856",1946,3.30573663624511,3.4203263603866,"Romance"
"857",1947,3.33018132255614,3.42868719611021,"Romance"
"858",1948,3.35385729731158,3.42723371749849,"Romance"
"859",1949,3.35233431169188,3.42306526877159,"Romance"
"860",1950,3.40113452205874,3.42183238448299,"Romance"
"861",1951,3.32692307692308,3.40045304777595,"Romance"
"862",1952,3.3246287545336,3.41360544217687,"Romance"
"863",1953,3.33471662000491,3.43968342086955,"Romance"
"864",1954,3.32664443221189,3.41508313619012,"Romance"
"865",1955,3.32787979075477,3.42361111111111,"Romance"
"866",1956,3.30511811023622,3.42406876790831,"Romance"
"867",1957,3.33110687022901,3.40424462924463,"Romance"
"868",1958,3.33122126877107,3.41845941180041,"Romance"
"869",1959,3.30735551663748,3.42361111111111,"Romance"
"870",1960,3.32691089479929,3.46505844563316,"Romance"
"871",1961,3.31649834882113,3.4596948196001,"Romance"
"872",1962,3.31098911220407,3.40073982737361,"Romance"
"873",1963,3.3509234828496,3.42162162162162,"Romance"
"874",1964,3.36990877262927,3.40728970383662,"Romance"
"875",1965,3.34723598722608,3.44640408023316,"Romance"
"876",1966,3.36224893430875,3.40056209435777,"Romance"
"877",1967,3.36374549819928,3.42103181566894,"Romance"
"878",1968,3.32897173987062,3.47276976495727,"Romance"
"879",1969,3.33663366336634,3.40826771653543,"Romance"
"880",1970,3.31466289873685,3.40405101904141,"Romance"
"881",1971,3.33889376646181,3.43778801843318,"Romance"
"882",1972,3.36527886881383,3.41214057507987,"Romance"
"883",1973,3.30977941378499,3.39466292134831,"Romance"
"884",1974,3.29924600177516,3.4131256442561,"Romance"
"885",1975,3.34751642635504,3.41618765302085,"Romance"
"886",1976,3.31651376146789,3.41694352159468,"Romance"
"887",1977,3.30507376087896,3.42164167916042,"Romance"
"888",1978,3.35654884854705,3.39746158984636,"Romance"
"889",1979,3.34041338674435,3.40424462924463,"Romance"
"890",1980,3.33644736934127,3.40452261306533,"Romance"
"891",1981,3.40772255705484,3.43756393766288,"Romance"
"892",1982,3.33981900452489,3.41616240530303,"Romance"
"893",1983,3.3416763757473,3.3959018372996,"Romance"
"894",1984,3.33855029471819,3.42545894151318,"Romance"
"895",1985,3.33991865194654,3.42492500895415,"Romance"
"896",1986,3.31476531406171,3.41748030147311,"Romance"
"897",1987,3.34949350147281,3.42405275226552,"Romance"
"898",1988,3.34361373588068,3.45362638673506,"Romance"
"899",1989,3.33585083785697,3.42642519779697,"Romance"
"900",1990,3.32935934255647,3.43930434782609,"Romance"
"901",1991,3.37731247596149,3.4105245114844,"Romance"
"902",1992,3.34185606060606,3.4323587048106,"Romance"
"903",1993,3.31184553331192,3.42223901098901,"Romance"
"904",1994,3.34934143870314,3.42502546835309,"Romance"
"905",1995,3.35327785259352,3.40582884370758,"Romance"
"906",1996,3.34758055491635,3.39001309314191,"Romance"
"907",1997,3.35988861032058,3.45096149481453,"Romance"
"908",1998,3.36245110821382,3.40824004459909,"Romance"
"909",1999,3.35074470131471,3.4066978867142,"Romance"
"910",2000,3.35454504421241,3.40750187165744,"Romance"
"911",2001,3.34682993475201,3.43055629692893,"Romance"
"912",2002,3.38795986622074,3.41778509311044,"Romance"
"913",2003,3.34691546077685,3.43688809516216,"Romance"
"914",2004,3.38939917453403,3.40898470688191,"Romance"
"915",2005,3.30588555950187,3.36654135338346,"Romance"
"916",2006,3.33986882823571,3.40546228647105,"Romance"
"917",2007,3.38887670337876,3.43708364174685,"Romance"
"918",2008,3.34209800543917,3.43902452288184,"Romance"
"919",2009,3.34157350737509,3.43060370842213,"Romance"
"920",2010,3.32111609440482,3.46107784431138,"Romance"
"921",2011,3.31353230359733,3.44315006641435,"Romance"
"922",2012,3.32253373662168,3.44827243122064,"Romance"
"923",2013,3.33179869016061,3.4074014936152,"Romance"
"924",2014,3.31610799110799,3.41666666666667,"Romance"
"925",2015,3.35913436279157,3.45052572940603,"Romance"
"926",1927,3.31239804241436,3.41922473387168,"Thriller"
"927",1929,3.30604550380948,3.43743583009002,"Thriller"
"928",1931,3.33903024180819,3.41013431967885,"Thriller"
"929",1932,3.31023102310231,3.40654205607477,"Thriller"
"930",1933,3.33917910447761,3.44199444156579,"Thriller"
"931",1934,3.324431256182,3.43078001461233,"Thriller"
"932",1935,3.32714014543355,3.39748101500278,"Thriller"
"933",1936,3.32419786096257,3.44267515923567,"Thriller"
"934",1937,3.31026001405481,3.43538619744059,"Thriller"
"935",1938,3.35106382978723,3.44331395348837,"Thriller"
"936",1939,3.3279221924945,3.42857142857143,"Thriller"
"937",1940,3.38247896141215,3.40742624618515,"Thriller"
"938",1941,3.32350432982017,3.42245479806264,"Thriller"
"939",1942,3.36325724319579,3.44315632011967,"Thriller"
"940",1943,3.35714285714286,3.4765339273532,"Thriller"
"941",1944,3.33403361344538,3.42514134296901,"Thriller"
"942",1945,3.31165540540541,3.42386511599334,"Thriller"
"943",1946,3.32159624413146,3.44854581899323,"Thriller"
"944",1947,3.33945833835964,3.38491338582677,"Thriller"
"945",1948,3.32845058710042,3.41314176949647,"Thriller"
"946",1949,3.36155308482524,3.43152032520325,"Thriller"
"947",1950,3.328173374613,3.39219255020399,"Thriller"
"948",1951,3.33353236070627,3.45350502588704,"Thriller"
"949",1953,3.34185606060606,3.46604467416549,"Thriller"
"950",1954,3.31683708512116,3.45425556428347,"Thriller"
"951",1955,3.33301886792453,3.45145631067961,"Thriller"
"952",1956,3.32420542400937,3.42219590754074,"Thriller"
"953",1957,3.33484933177499,3.42495680853903,"Thriller"
"954",1958,3.31350523359714,3.42326576434017,"Thriller"
"955",1959,3.29824456009663,3.47628711307644,"Thriller"
"956",1960,3.36043034391487,3.42241379310345,"Thriller"
"957",1961,3.32521087160262,3.39911684782609,"Thriller"
"958",1962,3.31067961165049,3.42278148742998,"Thriller"
"959",1963,3.32527808941707,3.42197802197802,"Thriller"
"960",1964,3.34173574691254,3.42184322033899,"Thriller"
"961",1965,3.34306046940783,3.42467748397435,"Thriller"
"962",1966,3.32442119405182,3.4326477510301,"Thriller"
"963",1967,3.31345545977011,3.44346398980242,"Thriller"
"964",1968,3.34185606060606,3.40478634105394,"Thriller"
"965",1969,3.3276404494382,3.42149160874484,"Thriller"
"966",1970,3.31368225686711,3.40464114581608,"Thriller"
"967",1971,3.31333885412833,3.38486842105263,"Thriller"
"968",1972,3.34867325027137,3.41477272727273,"Thriller"
"969",1973,3.33084269131285,3.44269102990033,"Thriller"
"970",1974,3.35045204268914,3.40906761491691,"Thriller"
"971",1975,3.35856606148566,3.4012689150893,"Thriller"
"972",1976,3.34881957381351,3.36683372448446,"Thriller"
"973",1977,3.37404855798917,3.41244737143758,"Thriller"
"974",1978,3.3507840333947,3.46522234891676,"Thriller"
"975",1979,3.35383064516129,3.42691460901066,"Thriller"
"976",1980,3.33205268935236,3.41457712823601,"Thriller"
"977",1981,3.33810945273632,3.44172458037343,"Thriller"
"978",1982,3.34055109720807,3.41757105551708,"Thriller"
"979",1983,3.34352061337356,3.37869681618411,"Thriller"
"980",1984,3.36421025508889,3.42332326483817,"Thriller"
"981",1985,3.31727586807571,3.40933156849768,"Thriller"
"982",1986,3.32776748141485,3.41659713419233,"Thriller"
"983",1987,3.34537222245173,3.4371982413098,"Thriller"
"984",1988,3.3218720449908,3.41490185241189,"Thriller"
"985",1989,3.31988738289814,3.41745951505602,"Thriller"
"986",1990,3.32201550738896,3.40842580173149,"Thriller"
"987",1991,3.33411654135338,3.46411629167796,"Thriller"
"988",1992,3.3742077518435,3.42516252955082,"Thriller"
"989",1993,3.32858193586349,3.39316239316239,"Thriller"
"990",1994,3.36105673926556,3.45426861449472,"Thriller"
